LABEL,TEXT,URL,EMAIL,PHONE,label,message,cleaned_message
1,oor Step Service for Passport Assistance/PAN Card/Income Tax Return/VAT Return/Service Tax Return Contact M/s ONS 9650669988 Jwala Heri Mkt Paschim Viha,No,No,yes,,,oor Step Service Passport Assistance/PAN Card/Income Tax Return/VAT Return/Service Tax Return Contact M/s ONS 9650669988 Jwala Heri Mkt Paschim Viha
0,Hey you gave them your photo when you registered for driving ah? Tmr wanna meet at yck?,No,No,No,,,Hey gave photo registered driving ah? Tmr wanna meet yck?
0,"Jan is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",No,No,No,,,Jan fast approaching Wish u Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day Happy FriendshipMotherFatherTeachersChildrens Day &amp HAPPY BIRTHDAY 4 U Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas &lt#&gt Good Mornings Afternoons Evenings Nights RememberI first WISHING U THESEyour's Raj
0,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt?,No,No,No,,,hamster dead? Hey tmr meet 1pm orchard mrt?
0,Ok..lets find out�,No,No,No,,,Oklets find out�
1,"Plots available at greater noida near pari chowk, regn ok. @ 2600/-per gauge.booking  starts with 30000/-onwards or full down.instalments also.call 9213241451.",No,No,yes,,,Plots available greater noida near pari chowk regn ok @ 2600/-per gaugebooking starts 30000/-onwards full downinstalments alsocall 9213241451
0,JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX,No,No,No,,,JUSWOKE BED BOATIN DOCKS SLEPT WID 25 YEAR OLD SPINOUT! GIV U DA GOSSIP L8R XXX
0,"Actually , just do whatever, do find an excuse to be in tampa at some point before january though",No,No,No,,,Actually whatever find excuse tampa point january though
0,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke,No,No,No,,,Yup Hey one day fri ask miwa jiayin take leave go karaoke
0,Hahaha..use your brain dear..that will work here�,No,No,No,,,Hahahause brain dearthat work here�
0,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!!",No,No,No,,,Japanese Proverb: one U none itU must Indian version: one LET none itLEAVE it!!
0,"I'm in a meeting, call me later at 4",No,No,No,,,I'm meeting call later 4
0,Your account has been refilled successfully by INR 100.00; . Your KeralaCircle prepaid account balance is Rs.101.00 ; . Your Transaction ID is KR 3567 .,No,No,No,,,account refilled successfully INR 10000 KeralaCircle prepaid account balance Rs10100 Transaction ID KR 3567
0,If you r at home then I am coming within 20 mins,No,No,No,,,r home coming within 20 mins
0,"Sure, whenever you show ",No,No,No,,,Sure whenever show
0,Hi my email address has changed now it is,No,No,No,,,Hi email address changed
0,Hey are we going for the lo lesson or gym?,No,No,No,,,Hey going lo lesson gym?
0,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur loved ones�.",No,No,No,,,New Theory: Argument wins SITUATION loses PERSON dont argue ur loved ones�
0,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say I miss u,No,No,No,,,Hurt Tease Make cry end life die plz keep one rose grave say miss u
0,Realy sorry-i don't recognise this number and am now confused :) who r u please?!,No,No,No,,,Realy sorry-i recognise number confused :) r u please?!
0,Gud ni8 dear..sleep well�,No,No,No,,,Gud ni8 dearsleep well�
0,Huh but i got lesson at 4 lei n i was thinkin of going to sch earlier n i tot of parkin at kent vale...,No,No,No,,,Huh got lesson 4 lei n thinkin going sch earlier n tot parkin kent vale
0,May i call You later Please..I am busy ryt nw�,No,No,No,,,May call later PleaseI busy ryt nw�
0,I cant pick the phone right now. I am busy,No,No,No,,,cant pick phone right busy
0,You have registered Shijo as Payee. Log in at icicibank.com and enter URN  to confirm. Beware of frauds.,yes,No,No,,,registered Shijo Payee Log icicibankcom enter URN confirm Beware frauds
0,Not tonight mate. Catching up on some sleep. This is my new number by the way.,No,No,No,,,tonight mate Catching sleep new number way
0,Just sleeping..and surfing�.free time�,No,No,No,,,sleepingand surfing�free time�
0,"Hi, Mobile no.  8623458765 has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",yes,No,yes,,,Hi Mobile 8623458765 added contact list wwwfullonsmscom great place send free sms people visit fullonsmscom
0,Great escape. I fancy the bridge but needs her lager. See you tomo,No,No,No,,,Great escape fancy bridge needs lager See tomo
1,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts  call 08000930705,No,No,yes,,,want New Nokia 3510i colour phone DeliveredTomorrow? 300 free minutes mobile + 100 free texts call 08000930705
1,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question call  08452810075,No,No,yes,,,Free entry 2 wkly comp win FA Cup final tkts 21st May 2005 Text FA 87121 receive entry question call 08452810075
0,Okie..nice to hear that..,No,No,No,,,Okienice hear
0,Wat r u doing? Call me,No,No,No,,,Wat r u doing? Call
0,"Yeah there's barely enough room for the two of us, x has too many shoes. Sorry man, see you later",No,No,No,,,Yeah there's barely enough room two us x many shoes Sorry man see later
1,For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com,yes,No,yes,,,ur chance win £250 wkly shopping spree TXT: SHOP 80878 T's&C's wwwtxt-2-shopcom
1,price revising soon for urbtech xaviers fully loaded tallest tower in noida few units left for more details call 9891205199,No,No,yes,,,price revising soon urbtech xaviers fully loaded tallest tower noida units left details call 9891205199
0,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good.",No,No,No,,,Thank much skyped wit kz sura didnt get pleasure company Hope good
0,Bugis oso near wat...,No,No,No,,,Bugis oso near wat
0,I havent add ü yet right..,No,No,No,,,havent add ü yet right
0,Ü eatin later but i'm eatin wif my frens now lei... Ü going home first?,No,No,No,,,Ü eatin later i'm eatin wif frens lei Ü going home first?
0,Hi mom we might be back later than  &lt;#&gt;,No,No,No,,,Hi mom might back later &lt#&gt
0,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied ""Boost is d secret of my energy"" n instantly d girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy.",No,No,No,,,"Boy loved gal propsd bt didnt mind gv lv lttrs Bt frnds threw thm boy decided 2 aproach gal dt time truck speeding towards gal Wn 2 hit girld boy ran like hell n saved asked 'hw cn u run fast?' boy replied ""Boost secret energy"" n instantly girl shouted ""our energy"" n Thy lived happily 2gthr drinking boost evrydy"
1,Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call 08718738034,No,No,yes,,,Update FREE Oranges latest colour camera mobiles & unlimited weekend calls Call 08718738034
0,LOOK AT THE TIME. WHAT  YOU THINK IS UP,No,No,No,,,LOOK TIME THINK
0,Easy ah?Then U wll get selected... its good..,No,No,No,,,Easy ah?Then U wll get selected good
1,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 86.,No,No,yes,,,Call Germany 1 pence per minute! Call fixed line via access number 0844 861 85 86
0,Gud mrng dear hav a nice day�keep doing well�,No,No,No,,,Gud mrng dear hav nice day�keep well�
0,No calls..messages..missed calls..just missing her�.,No,No,No,,,callsmessagesmissed callsjust missing her�
0,I'm leaving my house now. Will reach in half an hour�,No,No,No,,,I'm leaving house reach half hour�
0,What Today-sunday....so no work..,No,No,No,,,Today-sundayso work
1,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd.,No,No,yes,,,know u u know Send CHAT 86688 let's find other! 150p/Msg rcvd
0,Me fine..absolutly fine�.dont worry!!!,No,No,No,,,fineabsolutly fine�dont worry!!!
0,I am late. I will be there at 12,No,No,No,,,late 12
0,Hello..Wake up.Sweet morning welcomes You. Enjoy This Day with full of joy.,No,No,No,,,HelloWake upSweet morning welcomes Enjoy Day full joy
1,"Hottest pics straight to your phone!! See me getting and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",No,No,yes,,,Hottest pics straight phone!! See getting Wanting xx Text PICS 89555 now! txt costs 150p textoperator g696ga 18 XxX
1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277.,No,No,yes,,,Sunshine Quiz Wkly Q! Win top Sony DVD player u know country Algarve in? Txt ansr 82277
0,"Short But Cute: ""Be a good person, but dont try to prove it..""",No,No,No,,,"Short Cute: ""Be good person dont try prove it"""
0,You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!,No,No,No,,,stayin trouble stranger!!saw Dave day hes sorted now!still bloke u gona get girl MR!ur mum still Thinks get 2GETHA!
0,I cant pick the phone right now. Call later,No,No,No,,,cant pick phone right Call later
0,"Sorry, I'll call later..urgent work..",No,No,No,,,Sorry I'll call laterurgent work
1,"Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. ",No,No,yes,,,Wan2 win Meet+Greet Westlife 4 U m8? currently tour? 1)Unbreakable 2)Untamed 3)Unkempt Text 12 3 83049
0,Love you virat..love u lot..,No,No,No,,,Love viratlove u lot
0,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon,No,No,No,,,Back brum! Thanks putting us keeping us happy See soon
0,Ok�beautiful..,No,No,No,,,Ok�beautiful
0," if anyone calling from a mobile Co. and asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card�.",No,No,No,,,anyone calling mobile Co asks u type # &lt#&gt # &lt#&gt Disconnect callcoz iz attempt 'terrorist' make use sim card�
1,Now Get*SAUNA SLIM BELT(Rs650)&VIBRATION+SAUNA BELT(Rs999)NCR(Rs50 Extra)LoseFAT(5 inch)+FreeSLIM.TEA PH:9311304872/9268250573,No,No,yes,,,Get*SAUNA SLIM BELT(Rs650)&VIBRATION+SAUNA BELT(Rs999)NCR(Rs50 Extra)LoseFAT(5 inch)+FreeSLIMTEA PH:9311304872/9268250573
0,G wants to know where  you are,No,No,No,,,G wants know
0,Ok�congrats�,No,No,No,,,Ok�congrats�
0,Hey mate. Spoke to the mag people. We‘re on.  the is deliver by the end of the month. Deliver on the 24th sept. Talk later.,No,No,No,,,Hey mate Spoke mag people We‘re deliver end month Deliver 24th sept Talk later
0,I had askd u a question some hours before. Waiting for ur reply,No,No,No,,,askd u question hours Waiting ur reply
0,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today",No,No,No,,,Friendship game play word say doesn\'t start March ends May tomorrow yesterday today
0,Oh yah... We never cancel leh... Haha,No,No,No,,,Oh yah never cancel leh Haha
0,Ok�I am agreed..,No,No,No,,,Ok�I agreed
0,lAMI..where are you dear..ITS TOO TOUGH,No,No,No,,,lAMIwhere dearITS TOUGH
1,	http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡,yes,No,yes,,,http//tms widelivecom/index wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡
0,Howz that persons story..hope u find out..,No,No,No,,,Howz persons storyhope u find
0,Mmmm ...  Not fair ! You know my weaknesses ! *grins* *pushes you to your knee's* *exposes my belly and pulls your head to it* Don't forget ... I know yours too *wicked smile*,No,No,No,,,Mmmm fair ! know weaknesses ! *grins* *pushes knee's* *exposes belly pulls head it* forget know *wicked smile*
0,"An Amazing Quote'' - ""Sometimes in life its difficult to decide whats wrong!! a lie that brings a smile or the truth that brings a tear....""",No,No,No,,,"Amazing Quote'' - ""Sometimes life difficult decide whats wrong!! lie brings smile truth brings tear"""
1,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382,No,No,yes,,,Free video camera phones Half Price line rental 12 mths 500 cross ntwk mins 100 txts Call MobileUpd8 08001950382
0,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""�Love u dear",No,No,No,,,"7 wonders WORLD 7th 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS 1st ""Ur Lovely Friendship""�Love u dear"
0,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year..",No,No,No,,,"Wishing family Merry ""X"" mas HAPPY NEW Year"
0,"Rose for red,red for blood,blood for heart,heart for u. But u for me....",No,No,No,,,Rose redred bloodblood heartheart u u
1,"Swayamvara By David Hair,�Swayamvara� (The Return of Ravana Book 2) by David Hair is a story of reincarnation, two swayamvaras, 800 years apart, that sees four lives knotted forever & one rigid force, Ravana reborn.",No,No,No,,,Swayamvara David Hair�Swayamvara� (The Return Ravana Book 2) David Hair story reincarnation two swayamvaras 800 years apart sees four lives knotted forever & one rigid force Ravana reborn
0,Goodo! Yes we must speak friday - egg-potato ratio for tortilla needed!,No,No,No,,,Goodo! Yes must speak friday - egg-potato ratio tortilla needed!
0,"Sorry, busy ryt nw..",No,No,No,,,Sorry busy ryt nw
0,I've been searching for the right words to express my gratitude my  brother.  You have been wonderful and a blessing at all times.,No,No,No,,,I've searching right words express gratitude brother wonderful blessing times
0,I had askd u a question some hours before. Answer it first,No,No,No,,,askd u question hours Answer first
0,Thats cool. i liked your photos.,No,No,No,,,Thats cool liked photos
0,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND..I love u",No,No,No,,,bit Ur smile hppnss drop Ur tear sorrow part Ur heart life heart like mine wil care U forevr GOODFRIENDI love u
0,Ok lor� vey good..,No,No,No,,,Ok lor� vey good
0,They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..,No,No,No,,,said ü dun haf passport smth like dat ü juz send email account
0,I will come tomorrow my dear,No,No,No,,,come tomorrow dear
1,"Your free ringtone is waiting to be collected. Simply text the password ""MIX"" to 85069 to verify. Get Usher and Britney. ",No,No,yes,,,"free ringtone waiting collected Simply text password ""MIX"" 85069 verify Get Usher Britney"
0,See you there!,No,No,No,,,See there!
0,Argh why there is nobody in town ;_;,No,No,No,,,Argh nobody town _
1,	Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,No,No,yes,,,Free Top ringtone -sub weekly ringtone-get 1st week free-send SUBPOLY 81618-?3 per week-stop sms-08718727870
0,Jay is snickering and tells me that x is totally spoiling up the chords as we speak,No,No,No,,,Jay snickering tells x totally spoiling chords speak
0,Yupz... I've oredi booked slots 4 my weekends liao...,No,No,No,,,Yupz I've oredi booked slots 4 weekends liao
1,Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986907,No,No,yes,,,mobile 11mths+? entitled update latest colour camera mobile Free! Call Mobile Update Co FREE 08002986907
0,But i'm really really broke oh. No amount is too small even  &lt;#&gt;,No,No,No,,,i'm really really broke oh amount small even &lt#&gt
1,"Double mins and txts 4 6monthsAvailable on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839403 or call2optout/N9DX",No,No,yes,,,Double mins txts 4 6monthsAvailable Sony Nokia Motorola phones Call MobileUpd8 08000839403 call2optout/N9DX
0,Then cant get da laptop? My matric card wif ü lei...,No,No,No,,,cant get da laptop? matric card wif ü lei
0,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Hope u understand...Gud night...",No,No,No,,,Living simple Loving also simple Laughing simple Winning tooo simple 'SIMPLE' difficult Hope u understandGud night
0,Did u got that persons story..let mw know..,No,No,No,,,u got persons storylet mw know
1,"Navratra Special Launching 9th oct. CHD presnts Phase-3 of Avenue71,  Shona Road,  Gurgaon *@Rs.4150/- Lease Rs.400/- as Inaugural discount Sms ICD to 54999",No,No,yes,,,Navratra Special Launching 9th oct CHD presnts Phase-3 Avenue71 Shona Road Gurgaon *@Rs4150/- Lease Rs400/- Inaugural discount Sms ICD 54999
0,Ok�talk to me later�,No,No,No,,,Ok�talk later�
0,So when you gonna get rimac access,No,No,No,,,gonna get rimac access
0,Ok lor. That�s a good news..,No,No,No,,,Ok lor That�s good news
0,Thanks. It was only from tescos but quite nice. All gone now. Speak soon,No,No,No,,,Thanks tescos quite nice gone Speak soon
0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection...Have nice day da.",No,No,No,,,Wen ur lovable bcums angry wid u dnt take seriously Coz angry childish n true way showing deep affectionHave nice day da
0,Lovely smell on this bus and it ain't tobacco...,No,No,No,,,Lovely smell bus ain't tobacco
0,Can you use foreign stamps for whatever you send them off for?,No,No,No,,,use foreign stamps whatever send for?
0,Will be september by then!,No,No,No,,,september then!
0,Ok. Fine�,No,No,No,,,Ok Fine�
0,"I'm in a meeting, call me later at night",No,No,No,,,I'm meeting call later night
0,Wife.,No,No,No,,,Wife
0,Gud mrng dear have a nice day..hope u r fine�,No,No,No,,,Gud mrng dear nice dayhope u r fine�
0,I'm putting it on now. It should be ready for  &lt;TIME&gt;,No,No,No,,,I'm putting ready &ltTIME&gt
1,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or £250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net,yes,No,No,,,Free 1st week entry 2 TEXTPOD 4 chance 2 win 40GB iPod £250 cash every wk Txt POD 84128 Ts&Cs wwwtextpodnet
0,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!..",No,No,No,,,Wen ur lovable bcums angry wid u dnt take seriously Coz angry childish n true way showing deep affection care n luv!
0,Hey so whats the plan this sat?,No,No,No,,,Hey whats plan sat?
0,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Virat",No,No,No,,,many people seems special first sight remain special till last sight Maintain till life ends Virat
0,What Today-..sunday is holiday..so no work..,No,No,No,,,Today-sunday holidayso work
1,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 www.getzed.co.uk POBox36504W45WQ 150p",yes,No,No,,,Eerie Nokia tones 4u rply TONE TITLE 8007 eg TONE DRACULA 8007 wwwgetzedcouk POBox36504W45WQ 150p
0,"Sorry, I'll go later",No,No,No,,,Sorry I'll go later
0,I don't run away frm u... But it kills me that u don't care enough to stop me�,No,No,No,,,run away frm u kills u care enough stop me�
0,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Good morning,No,No,No,,,Purity friendship two smiling reading forwarded messageIts smiling seeing name Good morning
0,say thanks2.,No,No,No,,,say thanks2
0,what number do u live at? Is it 11?,No,No,No,,,number u live at? 11?
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201,No,No,yes,,,Ur cash-balance currently 500 pounds - maximize ur cash-in send GO 86688 150p/meg CC: 08718720201
1,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. ",yes,No,No,,,Get 3 Lions England tone reply lionm 4 mono lionp 4 poly 4 go 2 wwwringtonescouk original n best
1,December only! You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906,No,No,yes,,,December only! entitled update latest colour camera mobile Free! Call Mobile Update Co FREE 08002986906
0,Sat right? Okay thanks...,No,No,No,,,Sat right? Okay thanks
0,Ok then I will wait for. Then u talk to me�.,No,No,No,,,Ok wait u talk me�
0,I dont have your file in my bag..i 'll tell you if i find it in my room.,No,No,No,,,dont file bagi 'll tell find room
0,Hey gals...U all wanna meet 4 dinner at nìte?,No,No,No,,,Hey galsU wanna meet 4 dinner nìte?
0,"I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",No,No,No,,,miss already know ? Can't let send money towards net ? need want crave
0,"Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",No,No,No,,,Wnevr wana fal luv vth books bed fals luv vth me!'' Yen madodu nav pretsorginta nammanna pretsovru important alwa!!:) Gud eveB-)
0,"Solve d Case : A Man Was Found Murdered On  16 April,   AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer..who is it?",No,No,No,,,Solve Case : Man Found Murdered 16 April AfterNoon 1His wife called Police 2Police questioned everyone 3Wife: SirI sleeping murder took place 4Cook: cooking 5Gardener: picking vegetables 6House-Maid: went 2 post office 7Children: went 2 play 8Neighbour: went 2 marriage Police arrested murdererwho it?
0,"Be a good person , but dont try to prove it�",No,No,No,,,good person dont try prove it�
0,How are you doing? Hope you've settled in for the new school �have a great day,No,No,No,,,doing? Hope settled new school �have great day
1,"With airtel 3G watch over 90 TV channels across Entertainment, Sports, Music, News on your phone- http://apalyaps15.com/tv/TV.jsp .To activate 3G, SMS 3G to 121",yes,No,No,,,airtel 3G watch 90 TV channels across Entertainment Sports Music News phone- http://apalyaps15com/tv/TVjsp activate 3G SMS 3G 121
0,Joy's father is John. Then John is the NAME of Joy's father. Sweta,No,No,No,,,Joy's father John John NAME Joy's father Sweta
0,I am going to try for 2 months ha ha only joking,No,No,No,,,going try 2 months ha ha joking
0,Our smriti's mother passed away last night. pray for her and family.,No,No,No,,,smriti's mother passed away last night pray family
1,sports fans - get the latest sports news str* 2 ur mobile 1 wk FREE PLUS a FREE TONE Txt SPORT ON to 8007 www.getzed.co.uk 0870141701216+ norm 4txt/120p,No,No,yes,,,sports fans - get latest sports news str* 2 ur mobile 1 wk FREE PLUS FREE TONE Txt SPORT 8007 wwwgetzedcouk 0870141701216+ norm 4txt/120p
0,I cant pick the phone right now. Pls send a message if anything urgent..,No,No,No,,,cant pick phone right Pls send message anything urgent
0,"Sorry, I can help you on this.",No,No,No,,,Sorry help
0,"Hi, Mobile no. 7645092312 has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",yes,No,yes,,,Hi Mobile 7645092312 added contact list wwwfullonsmscom great place send free sms people visit fullonsmscom
0,No message..no responce..what happend? Is everything fine?,No,No,No,,,messageno responcewhat happend? everything fine?
0,I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave...,No,No,No,,,tot group mate Lucky havent reply Wat time ü need leave
0,"Sorry, I'll call later afternoon",No,No,No,,,Sorry I'll call later afternoon
0,Ok.good�,No,No,No,,,Okgood�
0,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people�",No,No,No,,,Say slowly? GODI LOVE &amp NEED YOUCLEAN HEART BLOODSend Ten special people�
0,Oh... Okie lor...We go on sat...,No,No,No,,,Oh Okie lorWe go sat
0,Lol! Oops sorry! Have fun.,No,No,No,,,Lol! Oops sorry! fun
0,Ranjith cal drpd,No,No,No,,,Ranjith cal drpd
1,GSOH? Good with the ladies?U could b a male gigolo? 2 join the uk's fastest growing mens club reply ONCALL. mjzgroup. 08714342399.2stop reply STOP. msg@£1.50rcvd,No,No,yes,,,GSOH? Good ladies?U could b male gigolo? 2 join uk's fastest growing mens club reply ONCALL mjzgroup 087143423992stop reply STOP msg@£150rcvd
0,Dad went out oredi...,No,No,No,,,Dad went oredi
